"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"PAHY61","","Parmeliopsis hyperopta","","","","","","","","",""
"PASU8","","Parmeliopsis subambigua","","","","","","","","",""
"PARME8","","Parmentiera","","","","","","","","",""
"PAAC13","","Parmentiera aculeata","Perennial","","","","","","","",""
"PACE8","","Parmentiera cereifera","Perennial","","","","","","","",""
"PARMO","","Parmotrema","","","","","","","","",""
"PAAR61","","Parmotrema arnoldii","","","","","","","","",""
"PAAU8","","Parmotrema austrosinense","","","","","","","","",""
"PACH11","","Parmotrema chinense","","","","","","","","",""
"PACR8","","Parmotrema crinitum","","","","","","","","",""
"PACR9","","Parmotrema cristiferum","","","","","","","","",""
"PADI16","","Parmotrema dilatatum","","","","","","","","",""
"PADO4","","Parmotrema dominicanum","","","","","","","","",""
"PAEN4","","Parmotrema endosulphureum","","","","","","","","",""
"PAEU3","","Parmotrema eurysacum","","","","","","","","",""
"PAGA4","","Parmotrema gardneri","","","","","","","","",""
"PAHA6","","Parmotrema hababianum","","","","","","","","",""
"PAHY6","","Parmotrema hypoleucinum","","","","","","","","",""
"PAHY7","","Parmotrema hypotropum","","","","","","","","",""
"PAIN12","","Parmotrema internexum","","","","","","","","",""
"PALO11","","Parmotrema louisianae","","","","","","","","",""
"PAMA20","","Parmotrema madagascariaceum","","","","","","","","",""
"PAMA21","","Parmotrema margaritatum","","","","","","","","",""
"PAME9","","Parmotrema mellissii","","","","","","","","",""
"PAMI14","","Parmotrema michauxianum","","","","","","","","",""
"PAMO13","","Parmotrema mordenii","","","","","","","","",""
"PAPE11","","Parmotrema perforatum","","","","","","","","",""
"PAPR14","","Parmotrema praesorediosum","","","","","","","","",""
"PAPR15","","Parmotrema preperforatum","","","","","","","","",""
"PARA14","","Parmotrema rampoddense","","","","","","","","",""
"PARI8","","Parmotrema rigidum","","","","","","","","",""
"PARU9","","Parmotrema rubifaciens","","","","","","","","",""
"PAST14","","Parmotrema stuppeum","","","","","","","","",""
"PASU11","","Parmotrema sulphuratum","","","","","","","","",""
"PATI3","","Parmotrema tinctorum","","","","","","","","",""
"PAUL","","Parmotrema ultralucens","","","","","","","","",""
"PAXA5","","Parmotrema xanthinum","","","","","","","","",""
"PAZO","","Parmotrema zollingeri","","","","","","","","",""
"PARMO2","","Parmotremopsis","","","","","","","","",""
"PAAN11","","Parmotremopsis antillensis","","","","","","","","",""
"PARNA","","Parnassia","","","","","","","","",""
"PAAS2","","Parnassia asarifolia","Perennial","","","","","","","",""
"PACA18","","Parnassia californica","Perennial","","","","","","","",""
"PACA13","","Parnassia caroliniana","Perennial","","","","","","","",""
"PACI2","","Parnassia cirrata","Perennial","","","","","","","",""
"PAFI3","","Parnassia fimbriata","Perennial","Summer","Green","6.0","8.0","10","18","Intermediate","-28"
"PAFIF","","Parnassia fimbriata var. fimbriata","Perennial","","","","","","","",""
"PAFIH","","Parnassia fimbriata var. hoodiana","Perennial","","","","","","","",""
"PAFII","","Parnassia fimbriata var. intermedia","Perennial","","","","","","","",""
"PAGL3","","Parnassia glauca","Perennial","","","","","","","",""
"PAGR","","Parnassia grandifolia","Perennial","","","","","","","",""
"PAKO3","","Parnassia kotzebuei","Perennial","","","","","","","",""
"PAPA8","","Parnassia palustris","Perennial","Summer","Green","6.0","8.0","10","32","Intolerant","-38"
"PAPAM2","","Parnassia palustris var. montanensis","Perennial","","","","","","","",""
"PAPAP","","Parnassia palustris var. palustris","Perennial","","","","","","","",""
"PAPAP2","","Parnassia palustris var. parviflora","Perennial","","","","","","","",""
"PAPAT","","Parnassia palustris var. tenuis","Perennial","","","","","","","",""
"PAROC","","Parochetus","","","","","","","","",""
"PACO49","","Parochetus communis","","","","","","","","",""
"PAROD","","Parodia","","","","","","","","",""
"PACO56","","Parodia concinna","","","","","","","","",""
"PARON","","Paronychia","","","","","","","","",""
"PAAH","","Paronychia ahartii","Annual","","","","","","","",""
"PAAM3","","Paronychia americana","Annual","","","","","","","",""
"PAAMA","","Paronychia americana ssp. americana","Annual","","","","","","","",""
"PAAMP","","Paronychia americana ssp. pauciflora","Annual","","","","","","","",""
"PAAR4","","Paronychia argyrocoma","Perennial","","","","","","","",""
"PABA3","","Paronychia baldwinii","Annual, Biennial, Perennial","","","","","","","",""
"PABAB","","Paronychia baldwinii ssp. baldwinii","Perennial, Biennial, AN","","","","","","","",""
"PABAR","","Paronychia baldwinii ssp. riparia","Annual, Biennial, Perennial","","","","","","","",""
"PACA11","","Paronychia canadensis","Annual","","","","","","","",""
"PACH6","","Paronychia chartacea","Annual","","","","","","","",""
"PACHC","","Paronychia chartacea ssp. chartacea","Annual","","","","","","","",""
"PACHM","","Paronychia chartacea ssp. minima","Annual","","","","","","","",""
"PACO16","","Paronychia congesta","Perennial","","","","","","","",""
"PADE4","","Paronychia depressa","Perennial","","","","","","","",""
"PADR","","Paronychia drummondii","Annual, Biennial","","","","","","","",""
"PAEC2","","Paronychia echinulata","Annual","","","","","","","",""
"PAER2","","Paronychia erecta","Perennial","","","","","","","",""
"PAERC","","Paronychia erecta var. corymbosa","Perennial","","","","","","","",""
"PAERE","","Paronychia erecta var. erecta","Perennial","","","","","","","",""
"PAFA3","","Paronychia fastigiata","Annual","","","","","","","",""
"PAFAF","","Paronychia fastigiata var. fastigiata","Annual","","","","","","","",""
"PAFAN","","Paronychia fastigiata var. nuttallii","Annual","","","","","","","",""
"PAFAP","","Paronychia fastigiata var. paleacea","Annual","","","","","","","",""
"PAFR","","Paronychia franciscana","Annual","","","","","","","",""
"PAHE6","","Paronychia herniarioides","Annual","","","","","","","",""
"PAJA","","Paronychia jamesii","Perennial","","","","","","","",""
"PAJO2","","Paronychia jonesii","Annual, Biennial","","","","","","","",""
"PALI5","","Paronychia lindheimeri","Annual, Biennial","","","","","","","",""
"PALIL2","","Paronychia lindheimeri var. lindheimeri","Biennial, AN","","","","","","","",""
"PALIL","","Paronychia lindheimeri var. longibracteata","Annual, Biennial","","","","","","","",""
"PALU5","","Paronychia lundelliorum","Perennial","","","","","","","",""
"PAMA7","","Paronychia maccartii","Biennial, Perennial","","","","","","","",""
"PAMO7","","Paronychia montana","Annual","","","","","","","",""
"PAMO8","","Paronychia monticola","Perennial","","","","","","","",""
"PAPA16","","Paronychia patula","Annual","","","","","","","",""
"PAPU2","","Paronychia pulvinata","Perennial","","","","","","","",""
"PARU2","","Paronychia rugelii","Annual","","","","","","","",""
"PARUI","","Paronychia rugelii var. interior","Annual","","","","","","","",""
"PARUR","","Paronychia rugelii var. rugelii","Annual","","","","","","","",""
"PASE","","Paronychia sessiliflora","Perennial","","","","","","","",""
"PASE2","","Paronychia setacea","Annual","","","","","","","",""
"PASEL2","","Paronychia setacea var. longibracteata","Annual","","","","","","","",""
"PASES3","","Paronychia setacea var. setacea","Annual","","","","","","","",""
"PAVI4","","Paronychia virginica","Perennial","","","","","","","",""
"PAWI3","","Paronychia wilkinsonii","Perennial","","","","","","","",""
"PARRO","","Parrotia","","","","","","","","",""
"PAPE18","","Parrotia persica","","","","","","","","",""
"PARRY","","Parrya","","","","","","","","",""
"PAAR7","","Parrya arctica","Perennial","","","","","","","",""
"PANA7","","Parrya nauruaq","Perennial","","","","","","","",""
"PANU5","","Parrya nudicaulis","Perennial","","","","","","","",""
"PARRY2","","Parryella","","","","","","","","",""
"PAFI4","","Parryella filifolia","Perennial","","","","","","","",""
"PARTH","","Parthenice","","","","","","","","",""
"PAMO2","","Parthenice mollis","Annual","","","","","","","",""
"PARTH2","","Parthenium","","","","","","","","",""
"PAAL6","","Parthenium alpinum","Perennial","","","","","","","",""
"PAAR5","","Parthenium argentatum","Perennial","","","","","","","",""
"PAAU7","","Parthenium auriculatum","Perennial","","","","","","","",""
"PACO11","","Parthenium confertum","Biennial, Perennial, AN","","","","","","","",""
